列值,RoomID,MapID,MapID2,Elevation,Note,Cond,ObjStep,GridID,GridType,GroundID
,19,50089,,4014.25,,0,2,52,3,4020
,19,50090,,4016.16,,0,1,0,0,4020
,19,50091,,4017.97,,0,1,0,0,4020
,19,50092,,4016.4,,0,1,0,0,4020
,19,50093,,4017.91,,0,1,0,0,4020
,19,50094,,4017.7,,0,1,26,2,4020
,19,50095,,4017.05,,7,1,26,2,4020
,19,50096,,4020.02,,0,1,0,0,4020
,19,50097,,4054.72,,0,1,0,0,4060
,19,50098,,4052.11,,0,1,0,0,4060
,19,50099,,4078.34,,0,1,0,0,4080
,19,60080,,4015.33,,0,1,0,0,4020
,19,60081,,4016.11,,0,1,0,0,4020
,19,60082,,4014.1,,0,1,0,0,4020
,19,60083,,4014.2,,0,1,0,0,4020
,19,60084,,4014.62,,0,2,52,3,4020
,19,60085,,4016,,0,1,0,0,4020
,19,60086,,4016.59,,0,2,52,3,4020
,19,60087,,4016.87,,0,1,0,0,4020
,19,60088,,4016.61,,0,2,12,1,4020
,19,60089,,4016.95,,0,2,12,1,4020
,19,60090,,4017.14,,0,2,52,3,4020
,19,60091,,4016.22,,0,1,0,0,4020
,19,60092,,4017.51,,0,1,0,0,4020
,19,60093,,4017.18,,0,1,0,0,4020
,19,60094,,4017.68,,0,1,0,0,4020
,19,60095,,4019.83,,0,1,0,0,4020
,19,60096,,4018.43,宗山抗英遗址,7,1,26,2,4020
,19,60097,,4019,,7,1,26,2,4020
,19,60099,,4021.81,,0,1,0,0,4020
,19,60098,,4021.81,,0,1,0,0,4020
,19,100,,4034.54,,0,1,0,0,4040
,19,101,,4028.51,,0,1,0,0,4020
,19,102,,4035.48,,0,1,0,0,4040
,19,103,,4033.5,,0,1,0,0,4040
,19,104,,4039.1,,0,1,0,0,4040
,19,105,,4036.04,,0,1,0,0,4040
,19,106,,4041.66,,0,1,0,0,4040
,19,107,,4040.01,,0,1,0,0,4040
,19,108,,4048.75,,0,1,0,0,4040
,19,109,,4046.96,,0,1,0,0,4040
,19,110,,4055.6,,0,1,0,0,4060
,19,111,,4059.87,,0,1,0,0,4060
,19,112,,4072.14,,0,1,0,0,4080
,19,113,,4080.95,,0,1,0,0,4080
,19,114,,4101.08,,0,1,0,0,4100
,19,115,,4101.04,,0,1,0,0,4100
,19,116,,4123.57,,0,1,0,0,4120
,19,117,,4111.58,,0,1,0,0,4120
,19,118,,4129.86,,0,1,0,0,4140
,19,119,,4113.57,,0,1,0,0,4120
,19,10100,,4045.42,,0,1,0,0,4040
,19,10101,,4036.12,,0,1,0,0,4040
,19,10102,,4045.57,,0,1,0,0,4040
,19,10103,,4041.29,,0,1,0,0,4040
,19,10104,,4048.99,,0,1,0,0,4040
,19,10105,,4046.76,,0,1,0,0,4040
,19,10106,,4055.55,,0,1,0,0,4060
,19,10107,,4050.78,,0,1,0,0,4060
,19,10108,,4062.2,,0,1,0,0,4060
,19,10109,,4057.55,,0,1,0,0,4060
,19,10110,,4071.05,,0,1,0,0,4080
,19,10111,,4071.09,,0,1,0,0,4080
,19,10112,,4087.78,,0,1,0,0,4080
,19,10113,,4086.85,,0,1,0,0,4080
,19,10114,,4109.78,,0,1,0,0,4120
,19,10115,,4127.72,,0,1,0,0,4120
,19,10116,,4162.68,,0,1,0,0,4160
,19,10117,,4144.61,,0,1,0,0,4140
,19,10118,,4164.71,,0,1,0,0,4160
,19,10119,,4146.57,,0,1,0,0,4140
,19,20100,,4068.96,,0,1,0,0,4060
,19,20101,,4062.32,,0,1,0,0,4060
,19,20102,,4061.15,,0,1,0,0,4060
,19,20103,,4062.59,,0,1,0,0,4060
,19,20104,,4066.96,,0,1,0,0,4060
,19,20105,,4072.91,,0,1,0,0,4080
,19,20106,,4079.81,,0,1,0,0,4080
,19,20107,,4085.88,,0,1,0,0,4080
,19,20108,,4087.03,,0,1,0,0,4080
,19,20109,,4088.69,,0,1,0,0,4080
,19,20110,,4092.29,,0,1,0,0,4100
,19,20111,,4099.7,,0,1,0,0,4100
,19,20112,,4115.79,,0,1,0,0,4120
,19,20113,,4144.99,,0,1,0,0,4140
,19,20114,,4169.48,,0,1,0,0,4160
,19,20115,,4182.78,,0,1,0,0,4180
,19,20116,,4187.46,,0,1,0,0,4180
,19,20117,,4198.89,,0,1,0,0,4200
,19,20118,,4203.53,,0,1,0,0,4200
,19,20119,,4201.5,,0,1,0,0,4200
,19,30100,,4045.42,,0,1,0,0,4040
,19,30101,,4036.12,,0,3,51,3,4040
,19,30102,,4045.57,,0,1,0,0,4040
,19,30103,,4041.29,,0,1,0,0,4040
,19,30104,,4048.99,,0,1,0,0,4040
,19,30105,,4046.76,,0,1,0,0,4040
,19,30106,,4055.55,,0,1,0,0,4060
,19,30107,,4050.78,,0,1,0,0,4060
,19,30108,,4062.2,,0,1,0,0,4060
,19,30109,,4057.55,,0,1,0,0,4060
,19,30110,,4071.05,,0,1,0,0,4080
,19,30111,,4071.09,,0,1,0,0,4080
,19,30112,,4087.78,,0,1,0,0,4080
,19,30113,,4086.85,,0,1,0,0,4080
,19,30114,,4109.78,,0,1,0,0,4120
,19,30115,,4127.72,,0,1,0,0,4120
,19,30116,,4162.68,,0,1,0,0,4160
,19,30117,,4144.61,,0,1,0,0,4140
,19,30118,,4164.71,,0,1,0,0,4160
,19,30119,,4146.57,,0,1,0,0,4140
,19,40100,,4034.54,,7,1,33,2,4040
,19,40101,,4028.51,,0,1,99,2,4020
,19,40102,,4035.48,,0,1,36,2,4040
,19,40103,,4033.5,,0,1,0,0,4040
,19,40104,,4039.1,,0,1,0,0,4040
,19,40105,,4036.04,,0,1,0,0,4040
,19,40106,,4041.66,,0,1,0,0,4040
,19,40107,,4040.01,,0,1,0,0,4040
,19,40108,,4048.75,,0,1,0,0,4040
,19,40109,,4046.96,,0,1,0,0,4040
,19,40110,,4055.6,,0,1,0,0,4060
,19,40111,,4059.87,,0,1,0,0,4060
,19,40112,,4072.14,,0,1,0,0,4080
,19,40113,,4080.95,,0,1,0,0,4080
,19,40114,,4101.08,,0,1,0,0,4100
,19,40115,,4101.04,,0,1,0,0,4100
,19,40116,,4123.57,,0,1,0,0,4120
,19,40117,,4111.58,,0,1,0,0,4120
,19,40118,,4129.86,,0,1,0,0,4140
,19,40119,,4113.57,,0,1,0,0,4120
,19,50100,,4029.1,,7,1,26,2,4020
,19,50101,,4028.75,,7,1,117,2,4020
,19,50102,,4027.56,,7,1,39,2,4020
,19,50103,,4024.66,长宁路,7,1,32,2,4020
,19,50104,,4030.2,,0,1,0,0,4040
,19,50105,,4030.49,,0,3,51,3,4040
,19,50106,,4033.46,,0,1,0,0,4040
,19,50107,,4032.08,,0,1,0,0,4040
,19,50108,,4037.75,,0,1,0,0,4040
,19,50109,,4037.34,,0,1,0,0,4040
,19,50110,,4048.38,,0,1,0,0,4040
,19,50111,,4052.1,,0,1,0,0,4060
,19,50112,,4064.73,,0,1,0,0,4060
,19,50113,,4064.66,,0,1,0,0,4060
,19,50114,,4084.17,,0,1,0,0,4080
,19,50115,,4079.15,,0,1,0,0,4080
,19,50116,,4095.91,,0,1,0,0,4100
,19,50117,,4081.56,,0,1,0,0,4080
,19,50118,,4096.33,,0,1,0,0,4100
,19,50119,,4084.47,,0,1,0,0,4080
,19,60100,,4020.86,,0,3,51,3,4020
,19,60101,,4022.51,,0,1,0,0,4020
,19,60102,,4022.67,,0,3,51,3,4020
,19,1,,4327.46,,0,1,0,0,4320
,19,4,,4317.33,,0,1,0,0,4320
,19,6,,4322.53,,0,1,0,0,4320
,19,7,,4328.6,,0,1,0,0,4320
,19,10,,4249.17,,0,1,0,0,4240
,19,14,,4122.15,,0,1,0,0,4120
,19,22,,4185.64,,0,1,0,0,4180
,19,23,,4250.11,,0,1,0,0,4260
,19,33,,4148.77,,0,1,0,0,4140
,19,10006,,4214.72,,0,1,0,0,4220
,19,10007,,4280.77,,0,1,0,0,4280
,19,10008,,4228.25,,0,1,0,0,4220
,19,10010,,4232.7,,0,1,0,0,4240
,19,10017,,4193.84,,0,1,0,0,4200
,19,10018,,4148.11,,0,1,0,0,4140
,19,10022,,4110.95,,0,1,0,0,4120
,19,10023,,4175.33,,0,1,0,0,4180
,19,10029,,4112.31,,0,1,0,0,4120
,19,10032,,4096.47,,0,1,0,0,4100
,19,20006,,4163.41,,0,1,0,0,4160
,19,20031,,4019.57,,0,1,0,0,4020
,19,20033,,4011.94,,0,1,0,0,4020
,19,20035,,4009.37,,0,1,27,2,4000
,19,30009,,4265.09,,0,1,0,0,4260
,19,30010,,4232.7,,0,1,0,0,4240
,19,30021,,4111.84,,0,1,0,0,4120
,19,30029,,4112.31,,0,1,0,0,4120
,19,30031,,4087.95,,0,1,0,0,4080
,19,30035,,4089.91,,0,1,33,2,4100
,19,30038,,4071.62,,0,1,0,0,4080
,19,40000,,4367.97,,0,1,0,0,4360
,19,40001,,4327.46,,0,1,0,0,4320
,19,40004,,4317.33,,0,1,0,0,4320
,19,40005,,4334.69,,0,1,0,0,4340
,19,40015,,4181.22,,0,1,0,0,4180
,19,40021,,4258.26,,0,1,0,0,4260
,19,40022,,4185.64,,0,1,0,0,4180
,19,40024,,4178.93,,0,1,0,0,4180
,19,40025,,4248.14,,0,1,0,0,4240
,19,40028,,4172.27,,0,1,0,0,4180
,19,40036,,4060.01,,0,1,0,0,4060
,19,50000,,4231.84,,0,1,0,0,4240
,19,50009,,4206.69,,0,1,0,0,4200
,19,50020,,4282.51,,0,1,0,0,4280
,19,50023,,4284.19,,0,1,0,0,4280
,19,50026,,4314.51,,0,1,0,0,4320
,19,50033,,4106.12,,0,1,0,0,4100
,19,50034,,4082.48,,0,1,0,0,4080
,19,60003,,4156.95,,0,1,0,0,4160
,19,60004,,4179.15,,0,1,0,0,4180
,19,60018,,4250.41,,0,1,0,0,4260
,19,60022,,4166.11,,0,1,0,0,4160
,19,60030,,4129.8,,0,1,0,0,4140
,19,60031,,4116.36,,0,1,0,0,4120
,19,60038,,4062.72,,0,1,0,0,4060
,19,40,,4069.8,,0,1,0,0,4080
,19,41,,4094.4,,0,1,0,0,4100
,19,43,,4040.64,,0,1,0,0,4040
,19,44,,4029.57,,0,1,0,0,4040
,19,47,,4013.52,,0,1,0,0,4020
,19,50,,4010.18,,0,1,0,0,4020
,19,54,,4008.6,,0,1,0,0,4000
,19,10042,,4008,,0,1,28,2,4000
,19,10043,,4013.99,,0,1,0,0,4020
,19,10044,,4008.01,,0,1,28,2,4000
,19,10046,,4007.7,,0,1,28,2,4000
,19,10047,,4007.16,,0,1,0,0,4000
,19,10048,,4008.48,,0,1,28,2,4000
,19,10053,,4007.85,,0,1,0,0,4000
,19,10054,,4007.43,,0,1,115,2,4000
,19,20046,,4005.41,,0,1,0,0,4000
,19,20047,,4006.51,,0,1,0,0,4000
,19,20048,,4004.38,,0,1,0,0,4000
,19,20050,,4006.33,,0,1,0,0,4000
,19,20053,,4005.68,,0,1,0,0,4000
,19,20054,,4005.11,,0,1,0,0,4000
,19,20057,,4006.13,,0,1,27,2,4000
,19,20058,,4006.66,,7,1,124,2,4000
,19,20059,,4007.32,,0,1,53,2,4000
,19,30042,,4008,,0,1,34,2,4000
,19,30043,,4013.99,,0,1,0,0,4020
,19,30047,,4007.16,,7,1,28,2,4000
,19,30049,,4008.72,,0,1,28,2,4000
,19,30052,,4007.65,,0,1,0,0,4000
,19,30059,,4005.25,,0,1,0,0,4000
,19,40040,,4069.8,,0,1,0,0,4080
,19,40042,,4056.74,,0,1,0,0,4060
,19,40043,,4040.64,,0,1,0,0,4040
,19,40046,,4014.57,,0,3,51,3,4020
,19,40047,,4013.52,,0,1,0,0,4020
,19,50045,,4017.37,,0,1,0,0,4020
,19,50051,,4012.95,,0,1,27,2,4020
,19,50052,,4011.08,,7,1,108,2,4020
,19,50053,,4011.64,,0,1,0,0,4020
,19,50055,,4010.05,,0,1,33,2,4020
,19,60040,,4028.4,,0,1,0,0,4020
,19,60042,,4019.06,,0,1,0,0,4020
,19,60049,,4015.95,,0,1,0,0,4020
,19,60050,,4013.26,,0,1,31,2,4020
,19,60053,,4012.14,,0,1,0,0,4020
,19,60,,4009.31,,0,1,0,0,4000
,19,61,,4009,,0,1,32,2,4000
,19,70,,4011,,0,2,12,1,4020
,19,10060,,4006.76,紫金村,7,3,51,3,4000
,19,10064,,4009.91,,0,1,0,0,4020
,19,10074,,4008.32,,0,2,6,1,4000
,19,20063,,4006,,0,1,26,2,4000
,19,20076,,4007.68,,0,2,12,1,4000
,19,20077,,4007.15,,0,2,12,1,4000
,19,30061,,4010.89,,0,1,0,0,4020
,19,30063,,4010.04,,0,1,53,2,4020
,19,30064,,4009.91,,0,1,33,2,4020
,19,30065,,4007.38,,0,1,0,0,4000
,19,30066,,4009,,0,1,32,2,4000
,19,30069,,4009.81,,0,1,0,0,4020
,19,30070,,4007.6,,0,1,0,0,4000
,19,30071,,4008.6,,0,1,0,0,4000
,19,30073,,4009.04,,0,1,0,0,4000
,19,40075,,4010.94,,0,1,34,2,4020
,19,40078,,4011.4,,0,1,27,2,4020
,19,40079,,4011.99,,0,1,0,0,4020
,19,50060,,4011.44,,0,1,28,2,4020
,19,50065,,4013.91,,0,1,0,0,4020
,19,50067,,4013.12,,0,1,0,0,4020
,19,50070,,4010.64,,0,1,0,0,4020
,19,50073,,4013.93,,0,1,42,2,4020
,19,50075,,4013.91,,0,1,0,0,4020
,19,60060,,4015.23,,0,1,0,0,4020
,19,60063,,4015.55,,0,1,0,0,4020
,19,60064,,4014.43,,0,1,0,0,4020
,19,60067,,4016,,0,1,0,0,4020
,19,60071,,4015.27,,0,1,0,0,4020
,19,60072,,4014.61,,0,1,100,2,4020
,19,60073,,4015,,0,1,53,2,4020
,19,60078,,4014.41,,0,1,0,0,4020
,19,80,,4011.15,,0,1,0,0,4020
,19,83,,4011.97,,0,1,0,0,4020
,19,84,,4012.52,,0,1,0,0,4020
,19,85,,4013.97,,0,1,0,0,4020
,19,86,,4012.88,,0,1,0,0,4020
,19,88,,4014.52,,0,1,0,0,4020
,19,90,,4015.12,,0,1,0,0,4020
,19,91,,4016.96,,0,1,0,0,4020
,19,92,,4015.79,,0,1,0,0,4020
,19,93,,4018.2,,0,1,0,0,4020
,19,94,,4017.44,,0,1,0,0,4020
,19,96,,4023.36,,0,1,0,0,4020
,19,98,,4052.28,,0,1,0,0,4060
,19,99,,4033.14,,0,1,0,0,4040
,19,10080,,4009.9,,0,1,0,0,4020
,19,10082,,4010.74,,0,1,0,0,4020
,19,10083,,4011,,0,1,0,0,4020
,19,10084,,4010.4,,0,2,52,3,4020
,19,10086,,4009.72,,0,1,0,0,4020
,19,5,,4334.69,,0,1,0,0,4340
,19,35,,4063.16,,0,1,0,0,4060
,19,36,,4060.01,,0,1,0,0,4060
,19,10009,,4265.09,,0,1,0,0,4260
,19,20008,,4136.26,,0,1,0,0,4140
,19,20011,,4129.15,,0,1,0,0,4120
,19,30004,,4208.49,,0,1,0,0,4200
,19,30030,,4113.15,,0,1,0,0,4120
,19,40023,,4250.11,,0,1,0,0,4260
,19,40031,,4228.14,,0,1,0,0,4220
,19,50024,,4278.78,,0,1,0,0,4280
,19,60015,,4281.88,,0,1,0,0,4280
,19,42,,4056.74,,0,1,0,0,4060
,19,10056,,4007.35,,0,1,28,2,4000
,19,10055,,4008.53,,0,1,60,2,4000
,19,20049,,4006.43,,0,1,0,0,4000
,19,40048,,4011.8,诺堆村,0,3,51,3,4020
,19,40051,,4010,,0,3,51,3,4020
,19,60044,,4017.83,,0,1,0,0,4020
,19,62,,4009.07,,0,1,0,0,4000
,19,67,,4012.98,,0,1,0,0,4020
,19,68,,4011.52,,0,2,52,3,4020
,19,69,,4011,,0,2,52,3,4020
,19,71,,4011.98,,0,2,12,1,4020
,19,74,,4011.47,,0,1,0,0,4020
,19,76,,4009.81,,0,1,0,0,4020
,19,77,,4009.47,,0,1,0,0,4000
,19,79,,4011.99,,0,1,0,0,4020
,19,10063,,4010.04,,0,1,39,2,4020
,19,10076,,4008.41,,0,1,0,0,4000
,19,20060,,4007.13,,0,1,0,0,4000
,19,20061,,4006,,0,1,0,0,4000
,19,20062,,4006.27,,0,1,40,2,4000
,19,20064,,4006.74,,0,1,0,0,4000
,19,20067,,4005.97,,0,1,0,0,4000
